temp,SLABweight,SLABwide,SLABthick,SLABlong,RolljoblinLT,SHEARinLT,TSmean
416,16.98 ton,900 mm,250 mm,9650 mm,5,11.6,303
583,16.88 ton,950 mm,250 mm,9090 mm,11.8,4.6,342
229,24.25 ton,1340 mm,250 mm,9360 mm,10.5,21,485
182,18.09 ton,960 mm,250 mm,9640 mm,9.9,20.4,344
416,29.19 ton,1430 mm,250 mm,10440 mm,10.4,5.5,436
455,34.89 ton,1510 mm,250 mm,11820 mm,10.1,5,275
636,16.76 ton,1010 mm,250 mm,8490 mm,9.6,1.3,339
564,19.08 ton,1000 mm,250 mm,9760 mm,10.8,7.8,332
285,21.59 ton,960 mm,246 mm,11690 mm,4,14.1,322
425,22.66 ton,1370 mm,250 mm,8460 mm,14,8.8,335
377,31.68 ton,1370 mm,250 mm,11830 mm,14.4,11.3,329
428,31.68 ton,1370 mm,250 mm,11830 mm,14.4,11.3,329
733,16.76 ton,1010 mm,250 mm,8490 mm,3.6,2.7,347
194,18.61 ton,950 mm,250 mm,10020 mm,14.9,15.6,332
218,20.85 ton,1180 mm,250 mm,9040 mm,14,10.5,530
615,22.61 ton,1370 mm,250 mm,8440 mm,13.6,9,329
488,22.61 ton,1370 mm,250 mm,8440 mm,13.7,8,335
649,24.11 ton,1370 mm,250 mm,9000 mm,13.2,8.5,327
201,18.65 ton,1000 mm,250 mm,9540 mm,14.9,20.6,321
483,22.61 ton,1370 mm,250 mm,8440 mm,14.2,9.5,330
349,22.19 ton,1000 mm,250 mm,11350 mm,6.3,24.5,426
361,24.66 ton,1380 mm,250 mm,9140 mm,11.8,17,434
471,22.96 ton,1420 mm,250 mm,8390 mm,9.9,11.6,548
275,18.72 ton,950 mm,250 mm,10080 mm,14.8,15.3,332
702,16.63 ton,1010 mm,250 mm,8420 mm,9.4,2.3,349
527,17.82 ton,900 mm,250 mm,10130 mm,10.6,7.7,307
320,28.14 ton,1460 mm,246 mm,10020 mm,8.5,12.3,303
376,28.97 ton,1260 mm,250 mm,11760 mm,13.4,13.5,259
500,31.89 ton,1400 mm,250 mm,11650 mm,9,9.5,294
522,22.61 ton,1370 mm,250 mm,8440 mm,8.6,11.5,330
618,28.82 ton,1400 mm,250 mm,10530 mm,9.3,8.8,519
567,28.77 ton,1400 mm,250 mm,10510 mm,9.2,8.5,519
522,31.67 ton,1400 mm,250 mm,11570 mm,9.1,8.6,483
563,28.82 ton,1400 mm,250 mm,10530 mm,9.1,8.7,508
583,22.61 ton,1370 mm,250 mm,8440 mm,13.7,8.1,336
587,22.02 ton,1370 mm,250 mm,8220 mm,14,9,341
368,22.55 ton,1370 mm,250 mm,8420 mm,14.4,11.1,328
418,24.24 ton,1450 mm,250 mm,8550 mm,7,7.4,512
553,33.68 ton,1460 mm,250 mm,11800 mm,7.2,8,442
604,20.06 ton,1350 mm,250 mm,7600 mm,9,8.1,464
323,26.66 ton,1570 mm,246 mm,8940 mm,7.4,14.6,244
708,32.11 ton,1570 mm,250 mm,10460 mm,10.2,3.2,327
558,34.78 ton,1570 mm,250 mm,11330 mm,10.3,5.7,331
656,30.51 ton,1570 mm,250 mm,9940 mm,10.7,4.8,334
661,32.11 ton,1570 mm,250 mm,10460 mm,9.9,3,327
386,22.96 ton,1420 mm,250 mm,8270 mm,9.8,12.6,537
553,22.35 ton,1460 mm,250 mm,7830 mm,9.1,8.4,277
428,21.07 ton,1150 mm,250 mm,9370 mm,11.2,10.2,538
419,26.1 ton,1420 mm,250 mm,9400 mm,9.4,11.8,516
620,23.39 ton,1290 mm,250 mm,9420 mm,10.6,9.7,540
451,22.06 ton,1150 mm,250 mm,9810 mm,11,11.2,537
380,21.9 ton,1330 mm,250 mm,8550 mm,12.5,16.1,436
536,27.67 ton,1290 mm,250 mm,10970 mm,13.7,10.3,339
696,18.62 ton,1100 mm,250 mm,8660 mm,2.9,3,335
350,14.08 ton,1050 mm,250 mm,6860 mm,4.6,8.1,448
668,22.02 ton,1370 mm,250 mm,8220 mm,13.9,8.9,340
557,22.66 ton,1370 mm,250 mm,8460 mm,14.3,9.3,327
442,16.88 ton,950 mm,250 mm,9090 mm,11.8,6.2,343
611,16.88 ton,950 mm,250 mm,9090 mm,11.8,4.6,343
410,15.62 ton,1050 mm,250 mm,7610 mm,5.3,8.2,461
416,18.35 ton,900 mm,250 mm,10430 mm,10.1,9,301
301,18.72 ton,950 mm,250 mm,10080 mm,14.8,15.4,332
624,16.65 ton,1010 mm,250 mm,8430 mm,9.7,3.7,342
451,24.07 ton,1240 mm,250 mm,9930 mm,14,13.5,548
514,17.88 ton,1200 mm,250 mm,7620 mm,9.8,9.7,297
413,20.36 ton,1240 mm,250 mm,8400 mm,14.1,14.1,543
522,22.05 ton,1180 mm,250 mm,9560 mm,10.7,4,495
361,22.61 ton,1370 mm,250 mm,8440 mm,7.6,10.4,330
352,20.36 ton,1240 mm,250 mm,8400 mm,14.1,14.2,544
298,18.65 ton,1000 mm,250 mm,9540 mm,14.2,18,323
834,18.07 ton,960 mm,250 mm,9630 mm,4.7,1.5,336
280,27.86 ton,1440 mm,244 mm,10320 mm,12.5,16.9,291
366,31.9 ton,1390 mm,250 mm,11740 mm,12.7,7.5,322
298,17.07 ton,950 mm,250 mm,9190 mm,14.5,16.7,329
635,22.12 ton,1170 mm,250 mm,9670 mm,7,6.3,328
507,22.2 ton,1110 mm,250 mm,10230 mm,7,4.2,341
560,22.2 ton,1130 mm,250 mm,10140 mm,7.1,4.6,342
226,18.65 ton,1000 mm,250 mm,9540 mm,14.2,17.8,323
585,18.76 ton,1180 mm,250 mm,8130 mm,11,4.7,541
442,14.82 ton,1000 mm,250 mm,7580 mm,4.7,7.1,315
225,17.07 ton,950 mm,250 mm,9190 mm,14.4,16.3,328
309,17.07 ton,950 mm,250 mm,9190 mm,14.7,17.1,329
297,21.59 ton,960 mm,246 mm,11690 mm,4,13.8,321
289,17.07 ton,950 mm,250 mm,9190 mm,14.8,17.2,329
328,31.63 ton,1570 mm,244 mm,10560 mm,7.4,14.9,249
399,18.65 ton,1000 mm,250 mm,9540 mm,14.8,18.5,322
332,22.19 ton,1000 mm,250 mm,11350 mm,6.1,23.5,418
466,17.82 ton,900 mm,250 mm,10130 mm,10.4,7.5,307
513,17.82 ton,900 mm,250 mm,10130 mm,10.5,9.2,300
621,16.78 ton,1010 mm,250 mm,8500 mm,3.9,2.6,355
277,21.59 ton,960 mm,246 mm,11690 mm,3.9,13.4,320
448,33.48 ton,1460 mm,250 mm,11770 mm,7.5,8,465
481,17.82 ton,900 mm,250 mm,10130 mm,10.6,7.8,308
394,17.82 ton,900 mm,250 mm,10130 mm,10.6,7.5,307
718,16.76 ton,1010 mm,250 mm,8490 mm,9.5,1.1,339
583,27.99 ton,1290 mm,250 mm,11100 mm,5.3,3.5,265
657,16.78 ton,1010 mm,250 mm,8500 mm,3.5,1.6,356
746,16.76 ton,1010 mm,250 mm,8490 mm,9.7,1.6,339
580,16.63 ton,1010 mm,250 mm,8420 mm,9.7,2.7,349
386,18.35 ton,900 mm,250 mm,10430 mm,4.1,11.6,301
592,29.66 ton,1290 mm,250 mm,11760 mm,5.3,4.4,255
562,18 ton,1350 mm,250 mm,6820 mm,7.7,2.8,494
752,18.17 ton,960 mm,250 mm,9680 mm,4.7,1.5,336
386,18.35 ton,900 mm,250 mm,10430 mm,4.1,11.5,300
699,18.16 ton,1010 mm,250 mm,9430 mm,4.8,2,336
624,15.8 ton,1000 mm,250 mm,8080 mm,4.6,7,320
543,14.82 ton,1000 mm,250 mm,7580 mm,4.7,7.1,315
569,17.82 ton,900 mm,250 mm,10130 mm,10.5,7.6,308
394,16.98 ton,900 mm,250 mm,9650 mm,4.6,11.1,303
305,16.98 ton,900 mm,250 mm,9650 mm,4.7,11,300
437,16.98 ton,900 mm,250 mm,9650 mm,4.7,10.9,300
674,16.76 ton,1010 mm,250 mm,8490 mm,9.8,1.9,340
666,22.12 ton,1180 mm,250 mm,9590 mm,10,2.5,482
640,22.03 ton,1210 mm,250 mm,9430 mm,10.2,4.3,492
632,16.63 ton,1010 mm,250 mm,8420 mm,9.9,2.2,338
462,18.35 ton,900 mm,250 mm,10430 mm,10.2,10,299
360,18.35 ton,900 mm,250 mm,10430 mm,10,10,301
681,16.76 ton,1010 mm,250 mm,8490 mm,3.8,3.4,347
801,18.17 ton,960 mm,250 mm,9680 mm,4.6,1.6,336
599,32.07 ton,1570 mm,250 mm,10450 mm,9,2.4,327
596,16.76 ton,1010 mm,250 mm,8490 mm,3.7,3.1,347
705,16.76 ton,1010 mm,250 mm,8490 mm,3.8,3.2,347
370,19.08 ton,1000 mm,250 mm,9760 mm,12.4,11.2,331
351,33.31 ton,1490 mm,246 mm,11740 mm,8.5,12.8,304
330,16.98 ton,900 mm,250 mm,9650 mm,5,11.3,302
359,24.93 ton,1090 mm,250 mm,11700 mm,7.4,14,325
510,31.73 ton,1380 mm,250 mm,11760 mm,7.8,4.9,303
664,22.05 ton,1180 mm,250 mm,9560 mm,10.8,4,494
602,20.05 ton,1240 mm,250 mm,8270 mm,9.7,5.3,490
635,18.76 ton,1180 mm,250 mm,8130 mm,10.9,4.7,540
552,24.36 ton,1180 mm,250 mm,10560 mm,11.2,3.3,536
586,23.09 ton,1370 mm,250 mm,8620 mm,13.2,8.6,330
625,22.61 ton,1370 mm,250 mm,8440 mm,13.3,8,332
677,22.61 ton,1370 mm,250 mm,8440 mm,13.3,8,332
603,22.59 ton,1260 mm,250 mm,9170 mm,9.2,8,325
564,22.59 ton,1260 mm,250 mm,9170 mm,9.2,8.1,325
588,22.12 ton,1180 mm,250 mm,9590 mm,9.9,2.3,483
509,22.04 ton,1240 mm,250 mm,9090 mm,10,4.6,503
238,29.11 ton,1410 mm,250 mm,10560 mm,7.5,17.5,313
541,16.76 ton,1010 mm,250 mm,8490 mm,3.7,3,347
356,16.98 ton,900 mm,250 mm,9650 mm,4.9,11.5,302
577,22.11 ton,1130 mm,250 mm,10010 mm,6.9,5.8,331
339,26.1 ton,1190 mm,250 mm,11220 mm,12.1,9.2,456
660,22.15 ton,1180 mm,250 mm,9600 mm,10.1,2.4,482
623,22.05 ton,1180 mm,250 mm,9560 mm,10.5,3.4,493
535,22.66 ton,1370 mm,250 mm,8460 mm,14.1,8.3,330
453,16.98 ton,900 mm,250 mm,9650 mm,4.8,11.7,302
400,26.97 ton,1180 mm,250 mm,11690 mm,9.7,10.7,272
502,33.37 ton,1450 mm,250 mm,11770 mm,7.4,7.7,465
596,31.67 ton,1400 mm,250 mm,11570 mm,9.8,9.4,486
579,20.96 ton,1350 mm,250 mm,7940 mm,9.9,5.6,496
310,16.98 ton,900 mm,250 mm,9650 mm,5.1,12,303
365,20.34 ton,900 mm,250 mm,11560 mm,6.6,12.5,300
425,20.34 ton,900 mm,250 mm,11560 mm,6.8,12.9,300
688,25.17 ton,1290 mm,250 mm,9980 mm,8.4,2.2,344
541,29.8 ton,1330 mm,250 mm,11460 mm,8.4,4.8,430
479,22.69 ton,1370 mm,250 mm,8470 mm,8,10.5,332
400,28.6 ton,1540 mm,250 mm,9500 mm,10.5,9.5,316
576,22.61 ton,1370 mm,250 mm,8440 mm,8.5,11.5,330
424,22.61 ton,1370 mm,250 mm,8440 mm,8.8,12.1,330
308,22.19 ton,1000 mm,250 mm,11350 mm,6.2,24.5,425
288,19.12 ton,1000 mm,250 mm,9780 mm,12.2,11.1,332
651,18 ton,1350 mm,250 mm,6820 mm,7.9,6.1,493
612,18 ton,1350 mm,250 mm,6820 mm,7.9,6.2,493
484,22.69 ton,1370 mm,250 mm,8470 mm,8,10.6,332
316,22.19 ton,1000 mm,250 mm,11350 mm,6.2,24.6,426
403,20.34 ton,900 mm,250 mm,11560 mm,6.7,12.6,300
544,22.02 ton,1370 mm,250 mm,8220 mm,14.1,9.1,340
291,19.06 ton,1000 mm,250 mm,9750 mm,12.5,10.7,331
617,29.73 ton,1290 mm,250 mm,11790 mm,8.6,5,536
229,26.28 ton,1430 mm,250 mm,9400 mm,10.7,16.5,442
520,34.98 ton,1510 mm,250 mm,11850 mm,10.2,5.3,280
197,26.06 ton,1430 mm,250 mm,9320 mm,10.7,16.4,443
623,23.89 ton,1350 mm,250 mm,9050 mm,9.7,5.1,499
273,25.09 ton,1380 mm,250 mm,9470 mm,10.8,15.5,445
375,25.07 ton,1330 mm,250 mm,9640 mm,10.8,15.4,443
588,22.61 ton,1370 mm,250 mm,8440 mm,13.2,8,339
368,21.83 ton,1380 mm,250 mm,8090 mm,10.9,16,435
444,22.61 ton,1370 mm,250 mm,8440 mm,12.9,7.5,336
573,29.66 ton,1290 mm,250 mm,11760 mm,5.6,4.5,254
659,31.73 ton,1380 mm,250 mm,11760 mm,7.9,4.9,303
319,19.08 ton,1000 mm,250 mm,9760 mm,12.6,11.3,331
471,22.66 ton,1370 mm,250 mm,8460 mm,14,8.1,328
437,22.06 ton,1150 mm,250 mm,9810 mm,11.1,11.4,535
484,22.11 ton,1130 mm,250 mm,10010 mm,6.8,5.7,331
365,17.99 ton,1000 mm,250 mm,9440 mm,12.8,11.1,329
612,16.76 ton,1010 mm,250 mm,8490 mm,3.6,2.5,347
574,31.19 ton,1440 mm,250 mm,11080 mm,9.6,7.7,280
661,32.66 ton,1440 mm,250 mm,11600 mm,9.7,8,281
581,32.83 ton,1440 mm,250 mm,11660 mm,9.8,8.2,275
236,17.07 ton,950 mm,250 mm,9190 mm,14.4,16.6,328
328,22.19 ton,1000 mm,250 mm,11350 mm,6,24.1,425
267,18.63 ton,950 mm,250 mm,10030 mm,14.9,15.7,332
227,18.09 ton,950 mm,250 mm,9740 mm,14.2,17.9,333
511,22.2 ton,1110 mm,250 mm,10230 mm,7.2,4.5,341
291,18.65 ton,1000 mm,250 mm,9540 mm,14.3,18,324
586,18.62 ton,1100 mm,250 mm,8660 mm,2.9,3,334
223,17.07 ton,950 mm,250 mm,9190 mm,14.3,16.7,328
583,24.11 ton,1370 mm,250 mm,9000 mm,12.9,8.2,326
207,17.07 ton,950 mm,250 mm,9190 mm,14.5,16.4,328
245,18.65 ton,1000 mm,250 mm,9540 mm,14.7,20.3,322
680,29.62 ton,1330 mm,250 mm,11390 mm,8.7,4.9,435
463,27.87 ton,1330 mm,250 mm,10720 mm,11.7,16.1,439
416,23.77 ton,1380 mm,250 mm,8810 mm,11.8,16.6,435
696,16.63 ton,1010 mm,250 mm,8420 mm,8.8,1.3,338
715,16.63 ton,1010 mm,250 mm,8420 mm,8.9,1.4,338
730,22.2 ton,1110 mm,250 mm,10230 mm,7.2,4.7,341
321,22.19 ton,1000 mm,250 mm,11350 mm,6.3,24.4,426
680,22.61 ton,1370 mm,250 mm,8440 mm,13.4,8.2,331
578,22.61 ton,1370 mm,250 mm,8440 mm,13.4,7.6,329
578,20.05 ton,1240 mm,250 mm,8270 mm,9.8,5.6,495
483,16.88 ton,950 mm,250 mm,9090 mm,11.6,4.1,343
746,15.32 ton,1110 mm,250 mm,7060 mm,6.1,2.4,352
448,21.96 ton,1380 mm,250 mm,8140 mm,11.9,16.8,433
415,19.66 ton,1330 mm,250 mm,7560 mm,12.5,16.1,445
290,18.61 ton,950 mm,250 mm,10020 mm,14.8,15.5,332
625,22.96 ton,1420 mm,250 mm,8270 mm,10,12.1,550
525,22.96 ton,1420 mm,250 mm,8270 mm,10,12.3,550
625,,950 mm,250 mm,9090 mm,11.6,4.2,342
398,31.68 ton,1370 mm,,11830 mm,14.5,11.5,328
580,23.28 ton,1220 mm,250 mm,9760 mm,12.8,9.5,546
625,16.88 ton,950 mm,250 mm,9090 mm,11.6,4.2,342
398,31.68 ton,1370 mm,250 mm,11830 mm,14.5,11.5,328
580,23.28 ton,1220 mm,250 mm,9760 mm,12.8,9.5,546
